Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
19767,2,,12927,2008-08-21 12:49:59,,1,,"<p><strong>Use a profiler.</strong> Yes they cost money, and using them can occasionally be a bit awkward, but they do provide you with a great deal more real evidence rather than guesswork.</p>

<p>Human beings are universally bad at guessing where performance bottlenecks are. It just seems to be something our brains aren't build to do very well. It may seem obvious, you may have great ideas about what the problem is, but the real world often turns out to be doing something different. And optimising the wrong part of code means, at best, lots of work for minimal benefit. More often it makes things slower, and sometimes it breaks things entirely. So before you make any changes for the sake of optimisation, you should <em>always</em> have real evidence from a profiler or other accurate tool.</p>

<p>As mentioned, both JProfiler and YourKit are both fairly good and not prohibitively expensive. Last time I looked, they both had free demos too.</p>
",1000,sadie,,,,2008-08-21 12:49:59,,,,0,,,
22338,1,,,2008-08-22 13:27:26,,9,5073,"<p>I flatter myself that I'm a good programmer, and can get away with graphic design. But something I'm incapable of doing is coming up with good names - and it seems neither are the people I work with. We're now in the slightly ludicrous situation that the product we've been working on for a couple of years is being installed to customers, is well received and is making money - but doesn't yet have a name.</p>

<p>We're too small a company to have anything like a proper marketing division to do this thing. So how have people tended to choose names, logos and branding?</p>
",1000,sadie,363592,,2012-05-04 14:38:26,2014-03-28 00:50:00,How do people choose product names?,<naming>,5,1,5,,
22741,2,,22704,2008-08-22 16:04:19,,1,,"<p>As I said in <a href=""http://stackoverflow.com/questions/12927/if-you-have-a-java-application-that-is-consuming-cpu-when-it-isnt-doing-anythin#19767"" rel=""nofollow"">another question</a>:</p>

<blockquote>
  <p><strong>Use a profiler.</strong> Yes they cost money, and using them can occasionally be a bit awkward, but they do provide you with a great deal more real evidence rather than guesswork.</p>
  
  <p>Human beings are universally bad at guessing where performance bottlenecks are. It just seems to be something our brains aren't build to do very well. It may seem obvious, you may have great ideas about what the problem is, but the real world often turns out to be doing something different. And optimising the wrong part of code means, at best, lots of work for minimal benefit. More often it makes things slower, and sometimes it breaks things entirely. So before you make any changes for the sake of optimisation, you should always have real evidence from a profiler or other accurate tool.</p>
</blockquote>
",1000,sadie,,,,2008-08-22 16:04:19,,,,0,,,
30782,2,,30754,2008-08-27 18:16:38,,2,,"<p>You should always go for readability first. The shape of a system will typically evolve as you develop it, and the real performance bottlenecks will be unexpected. Only when you have the system running and can see real evidence - as provided by a profiler or other such tool - will the best way to optimise be revealed.</p>

<p>""If you're in a hurry, take the long way round.""</p>
",1000,sadie,,,,2008-08-27 18:16:38,,,,0,,,
31436,2,,8952,2008-08-28 00:39:55,,3,,"<p>While performance is an issue, I think modern database designs have made it much less of an issue for small files.</p>

<p>Performance aside, it also depends on just how tightly-coupled the data is. If the file contains data that is closely related to the fields of the database, then it conceptually belongs close to it and may be stored in a blob. If it contains information which could potentially relate to multiple records or may have some use outside of the context of the database, then it belongs outside. For example, an image on a web page is fetched on a separate request from the page that links to it, so it may belong outside (depending on the specific design and security considerations).</p>

<p>Our compromise, and I don't promise it's the best, has been to store smallish XML files in the database but images and other files outside it.</p>
",1000,sadie,,,,2008-08-28 00:39:55,,,,1,,,
35933,2,,35707,2008-08-30 12:31:54,,2,,"<p>In a client-server setting, if you care about security, you should always program on the assumption that the client may have been compromised. Even if it hasn't, there is always the risk of somebody using an old version of the client, using a competing or modified version of the client, or just of the net connection being a bit screwy.</p>

<p>So while you do as much work on the client as possible, processing and marshalling information into the right form, the server then needs to do a thorough sanity check on anything the client gives it.</p>

<p>So the answer I guess is ""both"".</p>
",1000,sadie,,,,2008-08-30 12:31:54,,,,0,,,
36551,1,,,2008-08-31 01:39:45,,0,3016,"<p>The command line interface to MySQL works perfectly well in itself, but when using my local copy I'm forced to interact with it using the old-fashioned DOS windows. Is there some way I can redirect it through a better shell?</p>
",1000,sadie,,,,2012-08-02 12:03:07,MySQL shell on Windows,<mysql><windows><shell>,3,0,,,
38115,2,,21274,2008-09-01 16:23:46,,1,,"<p>For something minimalist, take a look at <a href=""http://www.themaninblue.com/experiment/widgEditor/"" rel=""nofollow"">Widg Editor</a>, it's truly tiny and very simple. It's only haphazardly supported as a hobby project though.</p>

<p>I'm currently using the RTE component of <a href=""http://www.dynarchlib.com/"" rel=""nofollow"">DynarchLib</a>, which is highly customisable - definitely does AJAX - but a bit complicated and not very pretty. It is actively supported, and you can get answers on their forum very quickly.</p>

<p>I previously tried Dojo's editor, and found it broken and badly undocumented. YMMV.</p>

<p><hr /></p>

<p><strong>Edit:</strong> In response to other people's answers, I've now tried TinyMCE and found it to be excellent. More easily configurable and far fewer problems than anything else I've tried. <strong>Use TinyMCE!</strong></p>
",1000,sadie,1000,sadie,2008-10-10 01:21:45,2008-10-10 01:21:45,,,,0,,,
48889,2,,48877,2008-09-07 23:22:40,,2,,"<p>The web runtimes like Flex and Silverlight all offer enticing things, but come with two big costs:</p>

<ul>
<li>They run only within a rectangle on the page, and don't interact with normal web widgets</li>
<li>They are only available to people who have that plug-in installed</li>
</ul>

<p>Even the nearly-ubiquitous Flash isn't installed on every web browser, so by choosing to use a plug-in runtime you're excluding part of your audience.</p>

<p>In contrast, JavaScript (or Ajax) is available on pretty much every browser, and interacts better with normal web pages, but is a more primitive and restricting language. Using it for complex animations can be tricky, and you'll need to test your applications in more versions on more platforms to make sure it works.</p>

<p>Cross-platform compatibility isn't the issue it used to be, so the issue is this: <strong>Will you gain more in the features of a plug-in library than you'll lose in the audience you exclude?</strong></p>

<p>My own answer has so far always been JavaScript/Ajax, but I'd re-evaluate that in any new project.</p>
",1000,sadie,63550,,2010-01-03 09:21:21,2010-01-03 09:21:21,,,,0,,,
50988,2,,50769,2008-09-09 00:01:30,,14,,"<p>It needs to be much simpler: involve less knowledge of the concepts, and require fewer steps - preferably zero. When the technology works with little or no assistance, it'll take off.</p>

<p>The mechanics of OpenID credentials, providers and suppliers shouldn't need to be exposed to the user. People talk about educating the masses of internet users, but that's never going to happen - the masses never stop being stupid. If you want to appeal to the masses, you need to bring the technology down to meet their level instead. When a Google-affiliated site picks up that you're logged into Google and silently uses that account, it works without you ever having to tell it who you are. The fact that OpenID is so clumsy in comparison is why the big providers like Google are still avoiding it, and why the general public won't adopt it.</p>

<p>I think the developers of OpenID messed up when they used a URL rather than an email address for the IDs. People know what email addresses are, they already have one that's associated with them (or can get one easily), and email providers like Google and Microsoft are happy to adopt a role as portals. In fact, an automatic translation from email address to URL is all it would take:</p>

<blockquote>
  <p>myname@example.com  ->  <a href=""http://www.example.com/openid/myname"" rel=""nofollow"">http://www.example.com/openid/myname</a></p>
</blockquote>
",1000,sadie,,,,2008-09-09 00:01:30,,,,4,,,
52213,1,52226,,2008-09-09 15:45:19,,12,12026,"<p>When a user hits Refresh on their browser, it reloads the page but keeps the contents of form fields. While I can see this being a useful default, it can be annoying on some dynamic pages, leading to a broken user experience.</p>

<p>Is there a way, in HTTP headers or equivalents, to change this behaviour?</p>
",1000,sadie,2961,Stu Thompson,2008-09-17 07:50:03,2009-11-28 16:44:28,Browser refresh behaviour,<html><http><refresh>,6,2,4,,
56396,2,,56347,2008-09-11 12:20:26,,1,,"<p>Iterators are only equivalent to pointers in the trivial case of iterating over the contents of an array in sequence. An iterator could be supplying objects from any number of other sources: from a database, from a file, from the network, from some other calculation, etc.</p>
",1000,sadie,,,,2008-09-11 12:20:26,,,,0,,,
83611,2,,83444,2008-09-17 14:06:05,,0,,"<p>Keep it simple, and test everything across multiple browsers. Compared to the strictly controlled compilation of Java, you'll find Javascript is fuzzy and unpredictable. Many things don't behave themselves.</p>

<p>I don't use jQuery myself, but I'm starting to wish I did. Like many of the better javascript libraries, it papers over some of the cracks and makes the language more regular.</p>
",1000,sadie,,,,2008-09-17 14:06:05,,,,0,,,
127015,2,,126979,2008-09-24 13:08:15,,0,,"<p>XML is a meta-format, meaning it makes it easier to define a format for your data. This makes it easier for multiple programs, including ones by different companies, to read and write data in the same format. It's especially suitable as a description for complex, hierarchical data.</p>

<p>In the example you outline above, the data looks to be isolated records in a fixed format, with no structure or hierarchy - in which case I can see no advantage in using XML. However, the example may be unrepresentative - your other files may contain more structured data.</p>
",1000,sadie,,,,2008-09-24 13:08:15,,,,0,,,
127130,2,,126898,2008-09-24 13:30:44,,0,,"<p>In this case, the files in question are not just a different language, but also run as a separate program that interacts through a defined interface. This means that the source files can be treated as a separate project, and therefore kept elsewhere.</p>

<p>The case is different in .NET projects which mix C# and ASP.NET (for example) within one codebase. How do people organise their code in such cases?</p>
",1000,sadie,,,,2008-09-24 13:30:44,,,,0,,,
128162,1,143702,,2008-09-24 16:19:35,,26,25166,"<p>My program generates relatively simple PDF documents on request, but I'm having trouble with unicode characters, like kanji or odd math symbols. To write a normal string in PDF, you place it in brackets:</p>

<pre><code>(something)
</code></pre>

<p>There is also the option to escape a character with octal codes:</p>

<pre><code>(\527)
</code></pre>

<p>but this only goes up to 512 characters. How do you encode or escape higher characters? I've seen references to byte streams and hex-encoded strings, but none of the references I've read seem to be willing to tell me how to actually do it.</p>

<p><hr /></p>

<p><strong>Edit:</strong> Alternatively, point me to a good Java PDF library that will do the job for me. The one I'm currently using is a version of gnujpdf (which I've fixed several bugs in, since the original author appears to have gone AWOL), that allows you to program against an AWT Graphics interface, and ideally any replacement should do the same.</p>

<p>The alternatives seem to be either HTML -> PDF, or a programmatic model based on paragraphs and boxes that feels very much like HTML. iText is an example of the latter. This would mean rewriting my existing code, and I'm not convinced they'd give me the same flexibility in laying out.</p>

<p><hr /></p>

<p><strong>Edit 2:</strong> I didn't realise before, but the iText library has a Graphics2D API and seems to handle unicode perfectly, so that's what I'll be using. Though it isn't an answer to the question as asked, it solves the problem for me.</p>

<p><hr /></p>

<p><strong>Edit 3:</strong>  iText is working nicely for me. I guess the lesson is, when faced with something that seems pointlessly difficult, look for somebody who knows more about it than you.</p>
",1000,sadie,23855,chills42,2008-11-05 14:34:17,2016-08-17 22:57:00,Unicode in PDF,<pdf><unicode><utf-8><pdf-generation>,7,1,4,,
157064,2,,157005,2008-10-01 10:45:59,,-2,,"<p>I don't really use JSP (and I replied once, then deleted it when I understood the ""must by valid XML"" thing). The cleanest I can come up with is this:</p>

<pre><code>&lt;% if (isDisabled) { %&gt;
  &lt;button name=""btn1"" disabled=""disabled""&gt;Hello&lt;/button&gt;
&lt;% } else { %&gt;
  &lt;button name=""btn1""&gt;Hello&lt;/button&gt;
&lt;% } %&gt;
</code></pre>
",1000,sadie,,,,2008-10-01 10:45:59,,,,1,,,
183205,2,,183062,2008-10-08 14:55:00,,3,,"<p>Think of the CSS as creating a 'toolkit' that the HTML can refer to. The following rules will help:</p>

<ul>
<li><p>Make <code>class</code> names unambiguous. In most cases this means prefixing them in a predicatable way. For example, rather than <code>left</code>, use something like <code>header_links_object2_left</code>.</p></li>
<li><p>Use <code>id</code> rather than <code>class</code> <strong>only</strong> if you know there will only <strong>ever</strong> be one of an object on a page. Again, make the <code>id</code> unambiguous.</p></li>
<li><p>Consider side effects. Rules like <code>margin</code> and <code>padding</code>, <code>float</code> and <code>clear</code>, and so on can all have unexpected consequences on other elements.</p></li>
<li><p>If your stylesheet is to be used my several HTML coders, consider writing them a small, clear guide to how to write HTML to match your scheme. Keep it simple, or you'll bore them.</p></li>
</ul>

<p>And as always, test it in multiple browsers, on multiple operating systems, on lots of different pages, and under any other unusual conditions you can think of.</p>
",1000,sadie,,,,2008-10-08 14:55:00,,,,1,,,
189834,2,,189787,2008-10-10 01:35:09,,11,,"<p>A large set of parameters like this is often (but not always) an indicator that you could be using an object to represent the parameter set. This is especially true if either:</p>

<ul>
<li><p>There are several methods with similar large parameter sets, that can be replaced with a single method taking a parameter object.</p></li>
<li><p>The method is called <code>create...</code></p></li>
</ul>

<p>So your above code could become (pardon my C++, I'm a Java developer):</p>

<pre><code>class BuildVehicleBooking {
    Long officeId;
    Long start;
    Long end;
    String origin;
    String destination;
    String purpose;             
    String requirements;
    Integer numberOfPassengers;

    Booking createVehicleBooking () throws ServiceException { ... }
}
</code></pre>

<p>This is the <strong>Builder Pattern</strong>. The advantage of this pattern is that you can build up a complex set of parameters in pieces, including multiple variations on how the parameters relate to each other, and even overwriting parameters as new information becomes available, before finally calling the <code>create</code> method at the end.</p>

<p>Another potential advantage is that you could add a <code>verifyParameters</code> method that checked their consistence before you go as far as <code>creating</code> the final object. This is applicable in cases where creating the object involves non-reversible steps, such as writing to a file or database.</p>

<p>Note that, as with all patterns, this doesn't apply in every case and may not apply in yours. If your code is simple enough then this pattern may be over-engineering it. If the code is getting messy, refactoring into this pattern can be a good way to simplify it.</p>
",1000,sadie,,,,2008-10-10 01:35:09,,,,4,,,
191234,2,,191004,2008-10-10 13:20:48,,4,,"<p>Just tag those DIVs with a class that's hidden on the print stylesheet:</p>

<p><strong>HTML</strong></p>

<pre><code>&lt;div id='div19' class='noprint'&gt;
  ...
&lt;/div&gt;
</code></pre>

<p><strong>print.css</strong></p>

<pre><code>.noprint {
  display: none;
}
</code></pre>

<p>If you don't know in advance which elements you need to hide, you can use javascript to set the class for the given objects:</p>

<p><strong>Javascript</strong></p>

<pre><code>document.getElementById('div19').className='noprint';
</code></pre>
",1000,sadie,,,,2008-10-10 13:20:48,,,,0,,,
193436,2,,193269,2008-10-11 00:11:39,,0,,"<p>There is a theoretical difference between the server and client. To a web browser, the document is a living DOM hierarchy. To your server code it's merely an XML document of whatever type. XPath is the ""correct"" way to access elements of an XML document.</p>

<p>So unless you have a serious performance problem with your current XPath solution, or it doesn't actually work correctly, I suggest you stick with it. Trying something too clever brings the risk of breaking something that's working.</p>

<p>If you find the XPath to be <em>too</em> verbose and ugly to leave sitting around, or want more power to re-use the tool in different cases, or just can't resist trying to do something clever, then you could try writing a utility that compiles a given CSS selector into an XPath. You could then call this in one line whenever you needed.</p>
",1000,sadie,,,,2008-10-11 00:11:39,,,,3,,,
201105,2,,200966,2008-10-14 13:16:05,,0,,"<p>Each language has conventions for the best way to code such things, so what's most readable to people who regularly use that language isn't universal. For a Java or normal C# programmer, the first option is more readable. For somebody used to LINQ or functional programming, the second is more readable.</p>
",1000,sadie,,,,2008-10-14 13:16:05,,,,2,,,
201154,2,,200939,2008-10-14 13:30:43,,1,,"<p>tinyMCE allows you to specify a 'whitelist' of allowed tags, which will remove any tags not included on the list:</p>

<pre><code>tinyMCE.init({
  ...  //  other init instructions
  valid_elements: 'p,a[href],br',
});
</code></pre>

<p>In our own project we combine this whitelist with an internal converter which turns the HTML into a BB-like format for the database, then back to HTML again when it needs to be printed to a page.</p>

<p><hr /></p>

<p><strong>Update:</strong> Now that the question has been edited to be clearer, I can see that what I typed above doesn't solve the problem. What the questioner wants is a way to convert character entities while leaving HTML tags unaffected.</p>

<p>In our own project, the internal converter we use does this job. When converting from HTML into our internal representation, encoded characters are converted into the characters themselves; when converting back into HTML, higher characters are encoded. This is done in a character-by-character, parser-like style. However this approach is probably too complicated for your needs.</p>

<p>The shortcut used by many is to use a series of regular expressions, but you may find it difficult to arrange your regexes in such a way as to preserve ampersands <code>&amp;</code> and semicolons <code>;</code> at the same time as translating character entities <code>&amp;nbsp;</code>. You'll also find that to cover every possible character entity you'd need dozens of regexes.</p>

<p>Uh, so I don't actually have an answer.</p>
",1000,sadie,1000,sadie,2008-10-14 14:21:52,2008-10-14 14:21:52,,,,0,,,
203296,1,1113278,,2008-10-15 00:09:38,,18,6250,"<p>Like any responsible developer, I'd like to make sure that the sites I produce are accessible to the widest possible audience, and that includes the significant fraction of the population with some form of colour blindness.</p>

<p>There are many websites which offer to filter a URL you feed it, either by rendering a picture or by filtering all content. However, both approaches seem to fail when rendering even moderately complex layouts, so I'd be interested in finding a client-side approach.</p>

<p>The ideal solution would be a system filter over the whole screen that can be used to test any program. The next best thing would be a browser plugin.</p>
",1000,sadie,18103,skiphoppy,2008-12-18 15:07:18,2015-02-19 21:21:34,Colour blindness simulator,<colors><accessibility><blindness>,6,3,10,,
203552,2,,203180,2008-10-15 02:39:07,,12,,"<p>Why are you excluding as well as including? If you have at least one include, then files are only compiled if they're explicitly included. So this should work:</p>

<pre><code>&lt;javac srcdir=""${src.dir}"" destdir=""${build.dir}"" classpathref=""classpath""
        includes=""src/path/to/MyClass.java"" /&gt;
</code></pre>

<p>Or more flexibly:</p>

<pre><code>&lt;javac srcdir=""${src.dir}"" destdir=""${build.dir}"" classpathref=""classpath""&gt;
    &lt;include name=""src/path/to/MyClass.java""/&gt;
    &lt;include name=""src/path/to/AnotherClass.java""/&gt;
&lt;/javac&gt;
</code></pre>

<p>To include only certain packages or classes in a jar, use a fileset attribute</p>

<pre><code>&lt;jar jarfile=""${outlib}/something.jar""&gt;
    &lt;fileset dir=""${build.dir}""&gt;
        &lt;include name='src/path/to/classes' /&gt;
    &lt;/fileset&gt;
&lt;/jar&gt;
</code></pre>

<p>Again, you can use multiple includes to combine separate packages. Experiment with includes and <a href=""http://ant.apache.org/manual/"">read the documentation</a> and you're sure to find the answer you need.</p>
",1000,sadie,1000,sadie,2008-10-15 03:46:04,2008-10-15 03:46:04,,,,1,,,
203566,2,,203543,2008-10-15 02:46:01,,0,,"<p>On one blog/forum combination, we hacked together the signup procedure so that people filled in one form to sign up to both WordPress and phpBB at the same time. I'm sure there's a better way to do that with plugins, but it did have one unexpected benefit - it really confuses the spambots. Despite having several of them register each day, we've had about two spam posts in the life of the forum.</p>

<p>Not something I'd recommend, of course - it stops us from upgrading either software.</p>
",1000,sadie,,,,2008-10-15 02:46:01,,,,0,,,
208310,2,,206763,2008-10-16 12:20:21,,2,,"<p>Like many web developers, I long ago stopped using WYSIWYG editors simply because none of them was good enough - and I wouldn't trust any of them (except possibly DreamWeaver, I'm not sure) to preserve PHP.</p>

<p>But lately I have found myself more willing to use existing software. I've delivered several corporate sites based on WordPress, which gives clients a WYSiWYG editor for their pages while still giving me the freedom to write the code.</p>
",1000,sadie,,,,2008-10-16 12:20:21,,,,0,,,
