PostId,TagId
"23223577","26558"
"23245432","26558"
"23387413","26558"
"23817133","26558"
"24146109","26558"
"24270367","26558"
"24319987","26558"
"24479367","26558"
"24606219","26558"
"24990940","26558"
"25165514","26558"
"25180462","26558"
"25961210","26558"
"26374959","26558"
"26806849","26558"
"27127253","26558"
"27498161","26558"
"27540740","26558"
"27544109","26558"
"27939071","26558"
"28216222","26558"
"28316597","26558"
"28583716","26558"
"28848485","26558"
"29177243","26558"
"29275888","26558"
"29303083","26558"
"29631404","26558"
"29697955","26558"
"29765584","26558"
"30668106","26558"
"30690213","26558"
"31185872","26558"
"31212228","26558"
"31367425","26558"
"31428551","26558"
"31810538","26558"
"31867727","26558"
"31884590","26558"
"31918594","26558"
"31931355","26558"
"32184398","26558"
"32339864","26558"
"32390929","26558"
"32753497","26558"
"32772676","26558"
"32846550","26558"
"32968775","26558"
"33007376","26558"
"33019713","26558"
"33080643","26558"
"33099314","26558"
"33113913","26558"
"33168854","26558"
"33254091","26558"
"33427735","26558"
"33440972","26558"
"34110425","26558"
"34181583","26558"
"34417372","26558"
"34425728","26558"
"34745699","26558"
"35008138","26558"
"35123530","26558"
"35269184","26558"
"35332670","26558"
"35475103","26558"
"35496217","26558"
"35497627","26558"
"35916514","26558"
"35918737","26558"
"36024849","26558"
"36045199","26558"
"36086311","26558"
"36155307","26558"
"36202410","26558"
"36326355","26558"
"36592120","26558"
"36716741","26558"
"36790540","26558"
"36790874","26558"
"36835890","26558"
"37195075","26558"
"37459473","26558"
"37667448","26558"
"37683189","26558"
"37723849","26558"
"37843003","26558"
"37996732","26558"
"38096962","26558"
"38097476","26558"
"38346783","26558"
"38866272","26558"
"38984783","26558"
"39021888","26558"
"39261482","26558"
"39274332","26558"
"39313790","26558"
"39624225","26558"
"39629324","26558"
"39755271","26558"
"39759376","26558"
"39777188","26558"
"39794729","26558"
"39827891","26558"
"39975221","26558"
"39975249","26558"
"39979579","26558"
"39984149","26558"
"39998520","26558"
"40040564","26558"
"657396","26572"
"2934107","26572"
"2980638","26572"
"3624410","26572"
"4398276","26572"
"4658186","26572"
"4813466","26572"
"4907530","26572"
"4994118","26572"
"5075052","26572"
"5166488","26572"
"5789068","26572"
"6319405","26572"
"6675226","26572"
"6944960","26572"
"7358477","26572"
"7566013","26572"
"7734007","26572"
"8386246","26572"
"8486344","26572"
"8798248","26572"
"9045754","26572"
"9747605","26572"
"9860471","26572"
"10201709","26572"
"10309671","26572"
"10371257","26572"
"10635516","26572"
"11725310","26572"
"12213783","26572"
"12633744","26572"
"12997994","26572"
"13157936","26572"
"13580957","26572"
"13761752","26572"
"13869031","26572"
"13966487","26572"
"14118431","26572"
"14534700","26572"
"14544071","26572"
"15131290","26572"
"15267292","26572"
"15599682","26572"
"16118836","26572"
"17189315","26572"
"17328509","26572"
"18063980","26572"
"18738536","26572"
"18865217","26572"
"18981175","26572"
"19291002","26572"
"20422043","26572"
"21374059","26572"
"22716224","26572"
"22741339","26572"
"23855066","26572"
"23926674","26572"
"24044752","26572"
"24198004","26572"
"24796207","26572"
"25263533","26572"
"25821184","26572"
"25865425","26572"
"26222572","26572"
"27141945","26572"
"27377650","26572"
"28140708","26572"
"28582596","26572"
"30587452","26572"
"31118393","26572"
"31537897","26572"
"31691452","26572"
"32735309","26572"
"33339440","26572"
"33461884","26572"
"33778194","26572"
"33970317","26572"
"34154252","26572"
"34241172","26572"
"34365762","26572"
"34368129","26572"
"34750841","26572"
"35034569","26572"
"35570588","26572"
"37132530","26572"
"37746065","26572"
"39272152","26572"
"39382054","26572"
"39803304","26572"
"39828162","26572"
"1345901","26580"
"1930008","26580"
"1948780","26580"
"2598502","26580"
"7240287","26580"
"24712164","26580"
"27548405","26580"
"28919870","26580"
"31559121","26580"
"37690284","26580"
"390133","26581"
"657586","26581"
"1146612","26581"
"1368372","26581"
"1587810","26581"
"1669245","26581"
"1758522","26581"
"1880141","26581"
"2043888","26581"
"2583209","26581"
"3618278","26581"
"3677481","26581"
"3980939","26581"
"5234016","26581"
"5862347","26581"
"7827174","26581"
"8203496","26581"
"8282637","26581"
"9096423","26581"
"9482385","26581"
"9794128","26581"
"10747841","26581"
"10794476","26581"
"10876350","26581"
"10894815","26581"
"11500291","26581"
"12972646","26581"
"13159494","26581"
"14666904","26581"
"14683460","26581"
"14928198","26581"
"15336285","26581"
"16160251","26581"
"17015984","26581"
"18472779","26581"
"18697248","26581"
"18974664","26581"
"19470160","26581"
"19559468","26581"
"19706584","26581"
"20281708","26581"
"20629005","26581"
"20762176","26581"
"20917921","26581"
"21015186","26581"
"21620151","26581"
"21754513","26581"
"21878618","26581"
"22092098","26581"
"22229590","26581"
"22622073","26581"
"22785536","26581"
"22807023","26581"
"23144201","26581"
"24055692","26581"
"24290156","26581"
"24509672","26581"
"24672152","26581"
"24722076","26581"
"25280861","26581"
"25363507","26581"
"25774584","26581"
"26934901","26581"
"27232621","26581"
"27307019","26581"
"27449817","26581"
"27735772","26581"
"27979632","26581"
"28500189","26581"
"28503808","26581"
"29384422","26581"
"29739897","26581"
"30294641","26581"
"30774717","26581"
"30776183","26581"
"30777299","26581"
"30785081","26581"
"30988264","26581"
"31622039","26581"
"31631996","26581"
"31743559","26581"
"31917688","26581"
"32399264","26581"
"32684349","26581"
"32845891","26581"
"32897115","26581"
"33536018","26581"
"33536052","26581"
"33668256","26581"
"33698221","26581"
"33821289","26581"
"33821374","26581"
"33821528","26581"
"33882546","26581"
"34130947","26581"
"34156851","26581"
"34215484","26581"
"34318263","26581"
"34716485","26581"
"35226474","26581"
"35401060","26581"
"35565338","26581"
"35634955","26581"
"35739931","26581"
"35988654","26581"
"36138572","26581"
"36195874","26581"
"36244319","26581"
"36260611","26581"
"36283203","26581"
"36284627","26581"
"36337959","26581"
"36385707","26581"
"36421703","26581"
"36598898","26581"
"36665758","26581"
"36689571","26581"
"36931414","26581"
"37158230","26581"
"37277685","26581"
"37330402","26581"
"37338065","26581"
"37341144","26581"
"37387433","26581"
"37453465","26581"
"37538137","26581"
"37608632","26581"
"37844082","26581"
"38224183","26581"
"38446912","26581"
"38583446","26581"
"38611527","26581"
"38831261","26581"
"38882210","26581"
"39142861","26581"
"39152069","26581"
"39547637","26581"
"39551732","26581"
"39598744","26581"
"39634894","26581"
"39648117","26581"
"39736985","26581"
"39862282","26581"
"40002461","26581"
"657817","26582"
"730715","26582"
"4069679","26582"
"9213678","26582"
"9430175","26582"
"11100912","26582"
"26964995","26582"
"642125","26583"
"657855","26583"
"1128745","26583"
"1255687","26583"
"2513745","26583"
"2969961","26583"
"3067113","26583"
"3328040","26583"
"4820067","26583"
"6866302","26583"
"8961220","26583"
"10669313","26583"
"10886150","26583"
"11037979","26583"
"11241219","26583"
"11340532","26583"
"11363408","26583"
"11363678","26583"
"11838285","26583"
"11839690","26583"
"11867311","26583"
"11871295","26583"
"11892547","26583"
"11903238","26583"
"12461719","26583"
"12699007","26583"
"13661851","26583"
"13871250","26583"
"14079905","26583"
"14118670","26583"
"14478492","26583"
"14552877","26583"
"16361986","26583"
"16963732","26583"
"17296618","26583"
"17436802","26583"
"17468229","26583"
"17530103","26583"
"18482883","26583"
"18700088","26583"
"19382072","26583"
"20578167","26583"
"20675194","26583"
"21094637","26583"
"21198760","26583"
"21484168","26583"
"21939795","26583"
"22647750","26583"
"23554039","26583"
"23720236","26583"
"24026461","26583"
"24188773","26583"
"24205393","26583"
"24272889","26583"
"24630854","26583"
"24700360","26583"
"24700945","26583"
"24808250","26583"
"24852596","26583"
"25162610","26583"
"25533078","26583"
"25549298","26583"
"25569624","26583"
"25690254","26583"
"25982860","26583"
"26097591","26583"
"26217002","26583"
"26280250","26583"
"26318634","26583"
"26365495","26583"
"26963092","26583"
"27795917","26583"
"27853691","26583"
"28070009","26583"
"28439126","26583"
"29191994","26583"
"29644496","26583"
"30186330","26583"
"30352671","26583"
"30485811","26583"
"32340762","26583"
"32604136","26583"
"32727009","26583"
"32728133","26583"
"33270509","26583"
"35850586","26583"
"35991571","26583"
"36283493","26583"
"36493024","26583"
"36526011","26583"
"36917958","26583"
"37033697","26583"
"37271576","26583"
"37383467","26583"
"38960410","26583"
"39852979","26583"
"39897691","26583"
"658297","26592"
"839873","26592"
"875850","26592"
"5890483","26592"
"8433851","26592"
"8559978","26592"
"9132486","26592"
"9362236","26592"
"9567565","26592"
"9647621","26592"
"10836133","26592"
"14649084","26592"
"16560339","26592"
"16844007","26592"
"17167275","26592"
"18122967","26592"
"18988834","26592"
"19382422","26592"
"19681470","26592"
"21051865","26592"
"21093908","26592"
"21232483","26592"
"21611005","26592"
"21822677","26592"
"22093133","26592"
"22806108","26592"
"23658633","26592"
"25365625","26592"
"25811136","26592"
"25873056","26592"
"27042827","26592"
"27601677","26592"
"28432896","26592"
"28948749","26592"
"29271450","26592"
"30880022","26592"
"31051781","26592"
"32483658","26592"
"33998883","26592"
"35631721","26592"
"36362535","26592"
"36864599","26592"
"38039943","26592"
"38186716","26592"
"38788054","26592"
"39654908","26592"
"39854086","26592"
"658410","26594"
"791775","26594"
"1002413","26594"
"1092498","26594"
"1245594","26594"
"1282218","26594"
"1327215","26594"
"1472470","26594"
"1660132","26594"
"1745287","26594"
"2265239","26594"
"2688057","26594"
"2706852","26594"
"2733503","26594"
"2997394","26594"
"2998588","26594"
"3057901","26594"
"3164951","26594"
"3313225","26594"
"4296209","26594"
"4412285","26594"
"4421043","26594"
"4504936","26594"
"4632398","26594"
"4650802","26594"
"4808637","26594"
"4979266","26594"
"5068137","26594"
"5266201","26594"
"5277499","26594"
"5309192","26594"
"5355381","26594"
"5774106","26594"
"6182809","26594"
"6255881","26594"
"6298063","26594"
"6352795","26594"
"6362430","26594"
"6380084","26594"
"6703426","26594"
"6813873","26594"
"7005200","26594"
"7158676","26594"
"7193331","26594"
"7767243","26594"
"7955433","26594"
"8043115","26594"
"8320045","26594"
"8562462","26594"
"8574092","26594"
"8713062","26594"
"8921997","26594"
"9181947","26594"
"9183631","26594"
"9289869","26594"
"9587624","26594"
"11050332","26594"
"11958965","26594"
"11992527","26594"
"12522142","26594"
"12602343","26594"
"12941884","26594"
"12955733","26594"
"13073218","26594"
"13324141","26594"
"14457240","26594"
"14756809","26594"
"16604429","26594"
"16756573","26594"
"18504869","26594"
"18633430","26594"
"32344202","26594"
"658431","26596"
"1319964","26596"
"1467709","26596"
"2791470","26596"
"2863458","26596"
"2998580","26596"
"3637973","26596"
"3928110","26596"
"4904812","26596"
"4910032","26596"
"5015931","26596"
"5229572","26596"
"5611030","26596"
"5618416","26596"
"5767703","26596"
"5809208","26596"
"5846934","26596"
"5903719","26596"
"6571968","26596"
"7064626","26596"
"7120493","26596"
"7577619","26596"
"7602758","26596"
"8089351","26596"
"8336191","26596"
"8425399","26596"
"8827939","26596"
"9269927","26596"
"9625225","26596"
"9689184","26596"
"10054473","26596"
"10142837","26596"
"10438445","26596"
"10456043","26596"
"10685434","26596"
"10694238","26596"
"10925921","26596"
"11018229","26596"
"11806798","26596"
"11838082","26596"
"11855861","26596"
"11862685","26596"
"12073444","26596"
"12501099","26596"
"12663270","26596"
"12681034","26596"
"12765010","26596"
"12789050","26596"
"12961047","26596"
"13024330","26596"
"13485462","26596"
"13532391","26596"
"13590568","26596"
"13639828","26596"
"13710003","26596"
"13735501","26596"
"13779872","26596"
"13801175","26596"
"14141007","26596"
"14226413","26596"
"14470392","26596"
"14544501","26596"
"14677418","26596"
"14767650","26596"
"14867621","26596"
"15298101","26596"
"15306400","26596"
"15460545","26596"
"15513798","26596"
"15539708","26596"
"15892722","26596"
"15961715","26596"
"16055281","26596"
"16136725","26596"
"16138250","26596"
"16251893","26596"
"16258567","26596"
"16569555","26596"
"16818836","26596"
"17584342","26596"
"18438488","26596"
"18564341","26596"
"19034652","26596"
"19205316","26596"
"19331733","26596"
"19482482","26596"
"19612695","26596"
"19747642","26596"
"19898964","26596"
"19968021","26596"
"20063803","26596"
"20129328","26596"
"20287498","26596"
"20461420","26596"
"20790765","26596"
"21468072","26596"
"21483846","26596"
"21690973","26596"
"21749500","26596"
"21864555","26596"
"21896000","26596"
"21959944","26596"
"21992657","26596"
"22007366","26596"
"22222389","26596"
"22414109","26596"
"22474458","26596"
"22499305","26596"
"22724888","26596"
"22883970","26596"
"22926829","26596"
"23030263","26596"
"23033198","26596"
"23249620","26596"
"23440132","26596"
"23728484","26596"
"23747827","26596"
"24055524","26596"
"24073773","26596"
"24142856","26596"
"24228169","26596"
"24480834","26596"
"24654264","26596"
"24784032","26596"
"24821325","26596"
"25092850","26596"
"25272721","26596"
"25572041","26596"
"26137268","26596"
"26146924","26596"
"26293140","26596"
"26380921","26596"
"26452771","26596"
"26498872","26596"
"26830739","26596"
"26917428","26596"
"26939553","26596"
"26950228","26596"
"27393317","26596"
"27409655","26596"
"27541910","26596"
"27660965","26596"
"28228744","26596"
"28283522","26596"
"28327684","26596"
"28502305","26596"
"28552896","26596"
"28575643","26596"
"28632943","26596"
"28991786","26596"
"29001581","26596"
"29112356","26596"
"29284178","26596"
"29350789","26596"
"29359124","26596"
"29411875","26596"
"29479312","26596"
"29550944","26596"
"29685725","26596"
"29742951","26596"
"30109233","26596"
"30323382","26596"
"30412950","26596"
"31048374","26596"
"31221398","26596"
"31400329","26596"
"31655226","26596"
"31898417","26596"
"31899798","26596"
"31926558","26596"
"32000870","26596"
"32447553","26596"
"32505718","26596"
"32565350","26596"
"32634718","26596"
"32678576","26596"
"32703531","26596"
"32761694","26596"
"32817728","26596"
"32831230","26596"
"32859493","26596"
"32983712","26596"
"33071302","26596"
"33141651","26596"
"33323449","26596"
"33345025","26596"
"33464214","26596"
"33661161","26596"
"33682434","26596"
"33712971","26596"
"33861605","26596"
"33975998","26596"
"34162469","26596"
"34275663","26596"
"34730410","26596"
"34799440","26596"
"34807206","26596"
"34911436","26596"
"34973818","26596"
"34982326","26596"
"35247570","26596"
"35258166","26596"
"35266731","26596"
"35295369","26596"
"35298569","26596"
"35337985","26596"
"35675495","26596"
"35782677","26596"
"36156341","26596"
"36320643","26596"
"36669797","26596"
"36725083","26596"
"36862088","26596"
"37264022","26596"
"37665714","26596"
"37712866","26596"
"37952366","26596"
"38447544","26596"
"39481638","26596"
"39539400","26596"
"39663874","26596"
"39673306","26596"
"39782729","26596"
"39966094","26596"
"40029422","26596"
"40034437","26596"
"658439","26597"
"889827","26597"
"5090563","26597"
"7594958","26597"
"8293839","26597"
"9105690","26597"
"11954086","26597"
"13113228","26597"
"13824359","26597"
"16408928","26597"
"20183579","26597"
"23171781","26597"
"23705537","26597"
"27797559","26597"
"28302156","26597"
"32234075","26597"
"33890276","26597"
"35905089","26597"
"36047535","26597"
"37194728","26597"
"658482","26600"
"2161779","26600"
"2292729","26600"
"2663003","26600"
"2735357","26600"
"2789417","26600"
"2795998","26600"
"2838487","26600"
"2981688","26600"
"3294234","26600"
"3366852","26600"
"3644216","26600"
"3651501","26600"
"3730113","26600"
"3751542","26600"
"3879703","26600"
"3891758","26600"
"3967566","26600"
"3968073","26600"
"4074836","26600"
"4152501","26600"
"4172358","26600"
"4308912","26600"
"4338580","26600"
"4353958","26600"
"4376942","26600"
"4456834","26600"
"4505502","26600"
"4652816","26600"
"4700381","26600"
"4742876","26600"
"4777069","26600"
"4807048","26600"
"4876111","26600"
"4933299","26600"
"4985071","26600"
"4991662","26600"
"5013937","26600"
"5036277","26600"
"5142706","26600"
"5159500","26600"
"5193741","26600"
"5264601","26600"
"5269378","26600"
"5369370","26600"
"5410811","26600"
"5413457","26600"
"5444793","26600"
"5470245","26600"
"5471960","26600"
"5473938","26600"
"5527850","26600"
"5529075","26600"
"5564098","26600"
"5585660","26600"
"5588041","26600"
"5599687","26600"
"5616865","26600"
"5695102","26600"
"5778403","26600"
"5849009","26600"
"5851613","26600"
"5896747","26600"
"5936154","26600"
"5961932","26600"
"6021550","26600"
"6025347","26600"
"6051364","26600"
"6058787","26600"
"6064460","26600"
"6127674","26600"
"6128736","26600"
"6211633","26600"
"6215677","26600"
"6227039","26600"
"6240812","26600"
"6261296","26600"
"6314598","26600"
"6401039","26600"
"6519821","26600"
"6546136","26600"
"6610601","26600"
"6614471","26600"
"6724959","26600"
"6737534","26600"
"6750055","26600"
"6785951","26600"
"6791290","26600"
"6819987","26600"
"6820994","26600"
"6842727","26600"
"6865666","26600"
"6873439","26600"
"6889433","26600"
"6960671","26600"
"6965623","26600"
"6977218","26600"
"7054529","26600"
"7122764","26600"
"7216200","26600"
"7222443","26600"
"7271632","26600"
"7306156","26600"
"7423747","26600"
"7439259","26600"
"7449648","26600"
"7458621","26600"
"7471587","26600"
"7560679","26600"
"7564002","26600"
"7574260","26600"
"7604900","26600"
"7607348","26600"
"7625603","26600"
"7703049","26600"
"7703898","26600"
"7719750","26600"
"7734752","26600"
"7741575","26600"
"7784162","26600"
"7883799","26600"
"7969274","26600"
"7993621","26600"
"8008317","26600"
"8206286","26600"
"8217522","26600"
"8442205","26600"
"8461554","26600"
"8512335","26600"
"8544175","26600"
"8563566","26600"
"8583343","26600"
"8692055","26600"
"8721815","26600"
"8791290","26600"
"8799969","26600"
"8818896","26600"
"8836778","26600"
"8905108","26600"
"9048078","26600"
"9049643","26600"
"9078748","26600"
"9106153","26600"
"9125301","26600"
"9129927","26600"
"9154186","26600"
"9324748","26600"
"9398951","26600"
"9450449","26600"
"9612274","26600"
"9616126","26600"
"9619237","26600"
"9719810","26600"
"9772798","26600"
"9798855","26600"
"9857341","26600"
"9930446","26600"
"9948482","26600"
"9951393","26600"
"9971713","26600"
"9998320","26600"
"10009722","26600"
"10035122","26600"
"10035541","26600"
"10052882","26600"
"10065355","26600"
"10099620","26600"
"10124015","26600"
"10129933","26600"
"10242525","26600"
"10250794","26600"
"10268794","26600"
"10275091","26600"
"10307173","26600"
"10326018","26600"
"10347566","26600"
"10360046","26600"
"10365119","26600"
"10371633","26600"
"10375214","26600"
"10387965","26600"
"10511440","26600"
"10578434","26600"
"10614635","26600"
"10647813","26600"
"10649094","26600"
"10658262","26600"
"10669270","26600"
"10708077","26600"
"10740214","26600"
"10744371","26600"
"10808558","26600"
"10826150","26600"
"10833450","26600"
"10840117","26600"
"10875604","26600"
"10890161","26600"
"10891589","26600"
"10896365","26600"
"10933131","26600"
"10971872","26600"
"11247625","26600"
"11268582","26600"
"11347555","26600"
"11359850","26600"
"11437672","26600"
"11449965","26600"
"11451588","26600"
"11526922","26600"
"11547229","26600"
"11552103","26600"
"11594687","26600"
"11672526","26600"
"11677996","26600"
"11702192","26600"
"11753277","26600"
"11800293","26600"
"11863459","26600"
"11872540","26600"
"11925924","26600"
"12015425","26600"
"12020389","26600"
"12035975","26600"
"12053611","26600"
"12078386","26600"
"12086106","26600"
"12241754","26600"
"12319361","26600"
"12366944","26600"
"12372068","26600"
"12387170","26600"
"12395855","26600"
"12460077","26600"
"12460602","26600"
"12528602","26600"
"12529859","26600"
"12529969","26600"
"12532949","26600"
"12595164","26600"
"12628563","26600"
"12630807","26600"
"12676433","26600"
"12713486","26600"
"12736350","26600"
"12822144","26600"
"12859488","26600"
"12864557","26600"
"12891571","26600"
"12898867","26600"
"12918367","26600"
"12994326","26600"
"13019617","26600"
"13052840","26600"
"13094664","26600"
"13166068","26600"
"13170435","26600"
"13294968","26600"
"13366272","26600"
"13419625","26600"
"13441221","26600"
"13468098","26600"
"13490831","26600"
"13494791","26600"
"13525276","26600"
"13530768","26600"
"13541652","26600"
"13547664","26600"
"13586677","26600"
"13618258","26600"
"13668178","26600"
"13672340","26600"
"13680248","26600"
"13748836","26600"
"13768825","26600"
"13844516","26600"
"13862624","26600"
"13908909","26600"
"13916588","26600"
"14017802","26600"
"14052539","26600"
"14086730","26600"
"14124588","26600"
"14148764","26600"
"14154814","26600"
"14209514","26600"
"14234907","26600"
"14262433","26600"
"14289427","26600"
"14369696","26600"
"14452371","26600"
"14453109","26600"
"14488650","26600"
"14534852","26600"
"14554263","26600"
"14573822","26600"
"14581775","26600"
"14609419","26600"
"14764037","26600"
"14776506","26600"
"14800186","26600"
"14930696","26600"
"14951056","26600"
"15074716","26600"
"15109681","26600"
"15197378","26600"
"15304258","26600"
"15419411","26600"
"15444131","26600"
"15465997","26600"
"15491847","26600"
"15525501","26600"
"15545673","26600"
"15579389","26600"
"15581409","26600"
"15605108","26600"
"15609051","26600"
"15632067","26600"
"15661515","26600"
"15667065","26600"
"15692984","26600"
"15715045","26600"
"15723597","26600"
"15739086","26600"
"15771079","26600"
"15813900","26600"
"15835405","26600"
"15901834","26600"
"15922203","26600"
"15938226","26600"
"15968371","26600"
"15985775","26600"
"15990605","26600"
"16048073","26600"
"16055896","26600"
"16109246","26600"
"16134960","26600"
"16175922","26600"
"16229084","26600"
"16230045","26600"
"16243523","26600"
"16293112","26600"
"16394286","26600"
"16433374","26600"
"16446357","26600"
"16459466","26600"
"16465642","26600"
"16491407","26600"
"16499004","26600"
"16635396","26600"
"16646005","26600"
"16648702","26600"
"16656850","26600"
"16728335","26600"
"16789269","26600"
"16838389","26600"
"16846024","26600"
"16889358","26600"
"16901686","26600"
"16905929","26600"
"16921997","26600"
"16922516","26600"
"16961205","26600"
"17045221","26600"
"17083437","26600"
"17105106","26600"
"17137626","26600"
"17188713","26600"
"17196116","26600"
"17210535","26600"
"17280366","26600"
"17285234","26600"
"17310085","26600"
"17325698","26600"
"17352771","26600"
"17369052","26600"
"17382234","26600"
"17463613","26600"
"17464695","26600"
"17476457","26600"
"17488555","26600"
"17509674","26600"
"17513762","26600"
"17520093","26600"
"17527021","26600"
"17568647","26600"
"17577534","26600"
"17617566","26600"
"17641402","26600"
"17690290","26600"
"17699614","26600"
"17719036","26600"
"17739973","26600"
"17746341","26600"
"17770708","26600"
"17793322","26600"
"17809663","26600"
"17833406","26600"
"17840617","26600"
"17857710","26600"
"17890173","26600"
"17891246","26600"
"17904051","26600"
"17928158","26600"
"17972935","26600"
"18060242","26600"
"18080964","26600"
"18086697","26600"
"18093885","26600"
"18102281","26600"
"18117939","26600"
"18172284","26600"
"18175837","26600"
"18196936","26600"
"18244995","26600"
"18449997","26600"
"18464397","26600"
"18467894","26600"
"18518602","26600"
"18523191","26600"
"18536044","26600"
"18565546","26600"
"18645745","26600"
"18657778","26600"
"18681058","26600"
"18685282","26600"
"18709291","26600"
"18746737","26600"
"18796539","26600"
"18818108","26600"
"18865729","26600"
"18907938","26600"
"18909663","26600"
"18918788","26600"
"18945831","26600"
"18961498","26600"
"18971574","26600"
"18975460","26600"
"18981805","26600"
"18982742","26600"
"19004271","26600"
"19034879","26600"
"19073455","26600"
"19139425","26600"
"19171823","26600"
"19293150","26600"
"19316732","26600"
"19320428","26600"
"19323656","26600"
"19349628","26600"
"19355969","26600"
"19388496","26600"
"19548193","26600"
"19640175","26600"
"19711080","26600"
"19726008","26600"
"19782136","26600"
"19839277","26600"
"19847289","26600"
"19858858","26600"
"19932677","26600"
"19943503","26600"
"19953873","26600"
"19962666","26600"
"19973010","26600"
"19973911","26600"
"20085355","26600"
"20087895","26600"
"20181114","26600"
"20186124","26600"
"20207786","26600"
"20224828","26600"
"20250689","26600"
"20267846","26600"
"20305704","26600"
"20341835","26600"
"20366253","26600"
"20381159","26600"
"20391263","26600"
"20415642","26600"
"20427642","26600"
"20427795","26600"
"20468076","26600"
"20496670","26600"
"20591520","26600"
"20604584","26600"
"20609203","26600"
"20648166","26600"
"20655142","26600"
"20748997","26600"
"20750812","26600"
"20781544","26600"
"20788699","26600"
"20813194","26600"
"20896519","26600"
"20944775","26600"
"20959935","26600"
"21012360","26600"
"21050256","26600"
"21061698","26600"
"21157965","26600"
"21160745","26600"
"21171420","26600"
"21180737","26600"
"21195306","26600"
"21212898","26600"
"21245146","26600"
"21259174","26600"
"21286717","26600"
"21297126","26600"
"21321312","26600"
"21322894","26600"
"21324173","26600"
"21373109","26600"
"21410048","26600"
"21429545","26600"
"21469095","26600"
"21489448","26600"
"21521702","26600"
"21528752","26600"
"21587519","26600"
"21588133","26600"
"21591167","26600"
"21594718","26600"
"21637997","26600"
"21672514","26600"
"21691624","26600"
"21718078","26600"
"21755279","26600"
"21766552","26600"
"21804314","26600"
"21881517","26600"
"21954240","26600"
"21968152","26600"
"21982217","26600"
"21985166","26600"
"22000658","26600"
"22050482","26600"
"22149342","26600"
"22192414","26600"
"22200297","26600"
"22244625","26600"
"22245992","26600"
"22246243","26600"
"22267939","26600"
"22272111","26600"
"22285397","26600"
"22317307","26600"
"22327364","26600"
"22344612","26600"
"22362988","26600"
"22374087","26600"
"22451918","26600"
"22474971","26600"
"22495162","26600"
"22500730","26600"
"22505307","26600"
"22541801","26600"
"22551256","26600"
"22653645","26600"
"22695302","26600"
"22698239","26600"
"22701066","26600"
"22724744","26600"
"22752486","26600"
"22777284","26600"
"22792090","26600"
"22792842","26600"
"22796198","26600"
"22807456","26600"
"22829521","26600"
"22837238","26600"
