Id,UserId,Name,Date,Class,TagBased
"82990","581","Teacher","2008-09-15 08:55:03","3","False"
"82993","372","Teacher","2008-09-15 08:55:03","3","False"
"82995","969","Teacher","2008-09-15 08:55:03","3","False"
"83008","511","Teacher","2008-09-15 08:55:03","3","False"
"83012","578","Teacher","2008-09-15 08:55:03","3","False"
"83022","196","Teacher","2008-09-15 08:55:03","3","False"
"83029","829","Teacher","2008-09-15 08:55:03","3","False"
"83036","72","Teacher","2008-09-15 08:55:03","3","False"
"83043","541","Teacher","2008-09-15 08:55:03","3","False"
"83045","437","Teacher","2008-09-15 08:55:03","3","False"
"83066","521","Teacher","2008-09-15 08:55:03","3","False"
"83070","481","Teacher","2008-09-15 08:55:03","3","False"
"83076","308","Teacher","2008-09-15 08:55:03","3","False"
"83080","825","Teacher","2008-09-15 08:55:03","3","False"
"83081","238","Teacher","2008-09-15 08:55:03","3","False"
"83085","36","Teacher","2008-09-15 08:55:03","3","False"
"83093","391","Teacher","2008-09-15 08:55:03","3","False"
"83094","755","Teacher","2008-09-15 08:55:03","3","False"
"83102","534","Teacher","2008-09-15 08:55:03","3","False"
"83107","876","Teacher","2008-09-15 08:55:03","3","False"
"83108","661","Teacher","2008-09-15 08:55:03","3","False"
"83117","533","Teacher","2008-09-15 08:55:03","3","False"
"83119","209","Teacher","2008-09-15 08:55:03","3","False"
"83129","734","Teacher","2008-09-15 08:55:03","3","False"
"83177","184","Teacher","2008-09-15 08:55:03","3","False"
"83183","911","Teacher","2008-09-15 08:55:03","3","False"
"83297","194","Teacher","2008-09-15 08:55:03","3","False"
"83302","324","Teacher","2008-09-15 08:55:03","3","False"
"83303","384","Teacher","2008-09-15 08:55:03","3","False"
"83307","624","Teacher","2008-09-15 08:55:03","3","False"
"83308","362","Teacher","2008-09-15 08:55:03","3","False"
"83309","390","Teacher","2008-09-15 08:55:03","3","False"
"83322","795","Teacher","2008-09-15 08:55:03","3","False"
"83336","145","Teacher","2008-09-15 08:55:03","3","False"
"83337","794","Teacher","2008-09-15 08:55:03","3","False"
"83341","998","Teacher","2008-09-15 08:55:03","3","False"
"83342","666","Teacher","2008-09-15 08:55:03","3","False"
"83349","80","Teacher","2008-09-15 08:55:03","3","False"
"83357","369","Teacher","2008-09-15 08:55:03","3","False"
"83358","463","Teacher","2008-09-15 08:55:03","3","False"
"83364","446","Teacher","2008-09-15 08:55:03","3","False"
"83370","192","Teacher","2008-09-15 08:55:03","3","False"
"83374","826","Teacher","2008-09-15 08:55:03","3","False"
"83390","206","Teacher","2008-09-15 08:55:03","3","False"
"83392","148","Teacher","2008-09-15 08:55:03","3","False"
"83398","102","Teacher","2008-09-15 08:55:03","3","False"
"83404","968","Teacher","2008-09-15 08:55:03","3","False"
"83411","142","Teacher","2008-09-15 08:55:03","3","False"
"83414","287","Teacher","2008-09-15 08:55:03","3","False"
"83416","320","Teacher","2008-09-15 08:55:03","3","False"
"83417","725","Teacher","2008-09-15 08:55:03","3","False"
"83420","423","Teacher","2008-09-15 08:55:03","3","False"
"83424","698","Teacher","2008-09-15 08:55:03","3","False"
"83428","931","Teacher","2008-09-15 08:55:03","3","False"
"83432","905","Teacher","2008-09-15 08:55:03","3","False"
"83441","528","Teacher","2008-09-15 08:55:03","3","False"
"83443","416","Teacher","2008-09-15 08:55:03","3","False"
"83450","567","Teacher","2008-09-15 08:55:03","3","False"
"83452","822","Teacher","2008-09-15 08:55:03","3","False"
"83454","924","Teacher","2008-09-15 08:55:03","3","False"
"83459","199","Teacher","2008-09-15 08:55:03","3","False"
"83461","307","Teacher","2008-09-15 08:55:03","3","False"
"83463","229","Teacher","2008-09-15 08:55:03","3","False"
"83464","580","Teacher","2008-09-15 08:55:03","3","False"
"83467","409","Teacher","2008-09-15 08:55:03","3","False"
"83470","636","Teacher","2008-09-15 08:55:03","3","False"
"83472","683","Teacher","2008-09-15 08:55:03","3","False"
"83473","118","Teacher","2008-09-15 08:55:03","3","False"
"83476","791","Teacher","2008-09-15 08:55:03","3","False"
"83478","172","Teacher","2008-09-15 08:55:03","3","False"
"83479","379","Teacher","2008-09-15 08:55:03","3","False"
"83481","299","Teacher","2008-09-15 08:55:03","3","False"
"83484","328","Teacher","2008-09-15 08:55:03","3","False"
"83486","774","Teacher","2008-09-15 08:55:03","3","False"
"83493","404","Teacher","2008-09-15 08:55:03","3","False"
"83496","202","Teacher","2008-09-15 08:55:03","3","False"
"83498","550","Teacher","2008-09-15 08:55:03","3","False"
"83500","714","Teacher","2008-09-15 08:55:03","3","False"
"83502","510","Teacher","2008-09-15 08:55:03","3","False"
"83503","425","Teacher","2008-09-15 08:55:03","3","False"
"83506","95","Teacher","2008-09-15 08:55:03","3","False"
"83509","13","Teacher","2008-09-15 08:55:03","3","False"
"83512","497","Teacher","2008-09-15 08:55:03","3","False"
"83513","448","Teacher","2008-09-15 08:55:03","3","False"
"83514","649","Teacher","2008-09-15 08:55:03","3","False"
"83520","479","Teacher","2008-09-15 08:55:03","3","False"
"83524","916","Teacher","2008-09-15 08:55:03","3","False"
"83554","340","Teacher","2008-09-15 08:55:03","3","False"
"83555","604","Teacher","2008-09-15 08:55:03","3","False"
"83563","543","Teacher","2008-09-15 08:55:03","3","False"
"83570","50","Teacher","2008-09-15 08:55:03","3","False"
"83571","114","Teacher","2008-09-15 08:55:03","3","False"
"83583","667","Teacher","2008-09-15 08:55:03","3","False"
"83586","799","Teacher","2008-09-15 08:55:03","3","False"
"83588","527","Teacher","2008-09-15 08:55:03","3","False"
"83591","288","Teacher","2008-09-15 08:55:03","3","False"
"83592","720","Teacher","2008-09-15 08:55:03","3","False"
"83606","672","Teacher","2008-09-15 08:55:03","3","False"
"83608","964","Teacher","2008-09-15 08:55:03","3","False"
"83611","960","Teacher","2008-09-15 08:55:03","3","False"
"83614","275","Teacher","2008-09-15 08:55:03","3","False"
"83616","19","Teacher","2008-09-15 08:55:03","3","False"
"83617","951","Teacher","2008-09-15 08:55:03","3","False"
"83620","837","Teacher","2008-09-15 08:55:03","3","False"
"83624","852","Teacher","2008-09-15 08:55:03","3","False"
"83636","41","Teacher","2008-09-15 08:55:03","3","False"
"83638","135","Teacher","2008-09-15 08:55:03","3","False"
"83640","688","Teacher","2008-09-15 08:55:03","3","False"
"83644","716","Teacher","2008-09-15 08:55:03","3","False"
"83647","967","Teacher","2008-09-15 08:55:03","3","False"
"83648","680","Teacher","2008-09-15 08:55:03","3","False"
"83656","660","Teacher","2008-09-15 08:55:03","3","False"
"83660","691","Teacher","2008-09-15 08:55:03","3","False"
"83663","1","Teacher","2008-09-15 08:55:03","3","False"
"83664","42","Teacher","2008-09-15 08:55:03","3","False"
"83665","910","Teacher","2008-09-15 08:55:03","3","False"
"83669","441","Teacher","2008-09-15 08:55:03","3","False"
"83670","491","Teacher","2008-09-15 08:55:03","3","False"
"83672","429","Teacher","2008-09-15 08:55:03","3","False"
"83680","633","Teacher","2008-09-15 08:55:03","3","False"
"83691","917","Teacher","2008-09-15 08:55:03","3","False"
"83695","687","Teacher","2008-09-15 08:55:03","3","False"
"83696","171","Teacher","2008-09-15 08:55:03","3","False"
"83697","507","Teacher","2008-09-15 08:55:03","3","False"
"83711","230","Teacher","2008-09-15 08:55:03","3","False"
"83716","444","Teacher","2008-09-15 08:55:03","3","False"
"83719","622","Teacher","2008-09-15 08:55:03","3","False"
"83720","752","Teacher","2008-09-15 08:55:03","3","False"
"83724","556","Teacher","2008-09-15 08:55:03","3","False"
"83725","614","Teacher","2008-09-15 08:55:03","3","False"
"83730","27","Teacher","2008-09-15 08:55:03","3","False"
"83733","895","Teacher","2008-09-15 08:55:03","3","False"
"83736","619","Teacher","2008-09-15 08:55:03","3","False"
"83738","225","Teacher","2008-09-15 08:55:03","3","False"
"83751","626","Teacher","2008-09-15 08:55:03","3","False"
"83753","748","Teacher","2008-09-15 08:55:03","3","False"
"83754","223","Teacher","2008-09-15 08:55:03","3","False"
"83756","204","Teacher","2008-09-15 08:55:03","3","False"
"83761","375","Teacher","2008-09-15 08:55:03","3","False"
"83764","744","Teacher","2008-09-15 08:55:03","3","False"
"83765","418","Teacher","2008-09-15 08:55:03","3","False"
"83771","82","Teacher","2008-09-15 08:55:03","3","False"
"83776","87","Teacher","2008-09-15 08:55:03","3","False"
"83778","781","Teacher","2008-09-15 08:55:03","3","False"
"83781","195","Teacher","2008-09-15 08:55:03","3","False"
"83783","60","Teacher","2008-09-15 08:55:03","3","False"
"83784","106","Teacher","2008-09-15 08:55:03","3","False"
"83797","582","Teacher","2008-09-15 08:55:03","3","False"
"83798","276","Teacher","2008-09-15 08:55:03","3","False"
"83804","88","Teacher","2008-09-15 08:55:03","3","False"
"83810","177","Teacher","2008-09-15 08:55:03","3","False"
"83815","231","Teacher","2008-09-15 08:55:03","3","False"
"83817","210","Teacher","2008-09-15 08:55:03","3","False"
"83827","383","Teacher","2008-09-15 08:55:03","3","False"
"83829","2","Teacher","2008-09-15 08:55:03","3","False"
"83833","342","Teacher","2008-09-15 08:55:03","3","False"
"83834","30","Teacher","2008-09-15 08:55:03","3","False"
"83835","914","Teacher","2008-09-15 08:55:03","3","False"
"83836","364","Teacher","2008-09-15 08:55:03","3","False"
"83837","108","Teacher","2008-09-15 08:55:03","3","False"
"83838","893","Teacher","2008-09-15 08:55:03","3","False"
"83840","692","Teacher","2008-09-15 08:55:03","3","False"
"83844","486","Teacher","2008-09-15 08:55:03","3","False"
"83850","529","Teacher","2008-09-15 08:55:03","3","False"
"83857","993","Teacher","2008-09-15 08:55:03","3","False"
"83858","462","Teacher","2008-09-15 08:55:03","3","False"
"83861","260","Teacher","2008-09-15 08:55:03","3","False"
"83864","598","Teacher","2008-09-15 08:55:03","3","False"
"83880","855","Teacher","2008-09-15 08:55:03","3","False"
"83881","700","Teacher","2008-09-15 08:55:03","3","False"
"83884","370","Teacher","2008-09-15 08:55:03","3","False"
"83887","352","Teacher","2008-09-15 08:55:03","3","False"
"83897","750","Teacher","2008-09-15 08:55:03","3","False"
"83901","949","Teacher","2008-09-15 08:55:03","3","False"
"83907","555","Teacher","2008-09-15 08:55:03","3","False"
"83909","39","Teacher","2008-09-15 08:55:03","3","False"
"83920","552","Teacher","2008-09-15 08:55:03","3","False"
"83925","214","Teacher","2008-09-15 08:55:03","3","False"
"83928","972","Teacher","2008-09-15 08:55:03","3","False"
"83929","227","Teacher","2008-09-15 08:55:03","3","False"
"83930","888","Teacher","2008-09-15 08:55:03","3","False"
"83935","785","Teacher","2008-09-15 08:55:03","3","False"
"83936","974","Teacher","2008-09-15 08:55:03","3","False"
"83938","23","Teacher","2008-09-15 08:55:03","3","False"
"83944","831","Teacher","2008-09-15 08:55:03","3","False"
"83946","302","Teacher","2008-09-15 08:55:03","3","False"
"83951","514","Teacher","2008-09-15 08:55:03","3","False"
"83955","947","Teacher","2008-09-15 08:55:03","3","False"
"83962","296","Teacher","2008-09-15 08:55:03","3","False"
"83963","438","Teacher","2008-09-15 08:55:03","3","False"
"83972","813","Teacher","2008-09-15 08:55:03","3","False"
"83974","560","Teacher","2008-09-15 08:55:03","3","False"
"83981","575","Teacher","2008-09-15 08:55:03","3","False"
"83986","312","Teacher","2008-09-15 08:55:03","3","False"
"83989","156","Teacher","2008-09-15 08:55:03","3","False"
"83994","925","Teacher","2008-09-15 08:55:03","3","False"
"84011","630","Teacher","2008-09-15 08:55:03","3","False"
"84020","512","Teacher","2008-09-15 08:55:03","3","False"
"84022","207","Teacher","2008-09-15 08:55:03","3","False"
"84024","200","Teacher","2008-09-15 08:55:03","3","False"
"84027","657","Teacher","2008-09-15 08:55:03","3","False"
"84030","43","Teacher","2008-09-15 08:55:03","3","False"
"84032","92","Teacher","2008-09-15 08:55:03","3","False"
"84033","609","Teacher","2008-09-15 08:55:03","3","False"
"84037","9","Teacher","2008-09-15 08:55:03","3","False"
"84040","419","Teacher","2008-09-15 08:55:03","3","False"
"84047","588","Teacher","2008-09-15 08:55:03","3","False"
"84052","849","Teacher","2008-09-15 08:55:03","3","False"
"84058","337","Teacher","2008-09-15 08:55:03","3","False"
"84059","267","Teacher","2008-09-15 08:55:03","3","False"
"84061","278","Teacher","2008-09-15 08:55:03","3","False"
"84065","682","Teacher","2008-09-15 08:55:03","3","False"
"84070","890","Teacher","2008-09-15 08:55:03","3","False"
"84082","814","Teacher","2008-09-15 08:55:03","3","False"
"84083","493","Teacher","2008-09-15 08:55:03","3","False"
"84084","279","Teacher","2008-09-15 08:55:03","3","False"
"84087","131","Teacher","2008-09-15 08:55:03","3","False"
"84089","1000","Teacher","2008-09-15 08:55:03","3","False"
"84090","116","Teacher","2008-09-15 08:55:03","3","False"
"84091","719","Teacher","2008-09-15 08:55:03","3","False"
"84097","263","Teacher","2008-09-15 08:55:03","3","False"
"84102","830","Teacher","2008-09-15 08:55:03","3","False"
"84105","919","Teacher","2008-09-15 08:55:03","3","False"
"84109","456","Teacher","2008-09-15 08:55:03","3","False"
"84110","971","Teacher","2008-09-15 08:55:03","3","False"
"84115","232","Teacher","2008-09-15 08:55:03","3","False"
"84117","480","Teacher","2008-09-15 08:55:03","3","False"
"84128","686","Teacher","2008-09-15 08:55:03","3","False"
"84137","699","Teacher","2008-09-15 08:55:03","3","False"
"84139","501","Teacher","2008-09-15 08:55:03","3","False"
"84145","995","Teacher","2008-09-15 08:55:03","3","False"
"84154","26","Teacher","2008-09-15 08:55:03","3","False"
"84155","658","Teacher","2008-09-15 08:55:03","3","False"
"84156","179","Teacher","2008-09-15 08:55:03","3","False"
"84159","93","Teacher","2008-09-15 08:55:03","3","False"
"84166","333","Teacher","2008-09-15 08:55:03","3","False"
"84167","982","Teacher","2008-09-15 08:55:03","3","False"
"84172","613","Teacher","2008-09-15 08:55:03","3","False"
"84189","654","Teacher","2008-09-15 08:55:03","3","False"
"84191","17","Teacher","2008-09-15 08:55:03","3","False"
"84194","487","Teacher","2008-09-15 08:55:03","3","False"
"84199","483","Teacher","2008-09-15 08:55:03","3","False"
"84202","457","Teacher","2008-09-15 08:55:03","3","False"
"84206","157","Teacher","2008-09-15 08:55:03","3","False"
"84222","447","Teacher","2008-09-15 08:55:03","3","False"
"84227","930","Teacher","2008-09-15 08:55:03","3","False"
"84237","186","Teacher","2008-09-15 08:55:03","3","False"
"84239","868","Teacher","2008-09-15 08:55:03","3","False"
"84248","234","Teacher","2008-09-15 08:55:03","3","False"
"84249","431","Teacher","2008-09-15 08:55:03","3","False"
"84253","722","Teacher","2008-09-15 08:55:03","3","False"
"84255","519","Teacher","2008-09-15 08:55:03","3","False"
"84256","224","Teacher","2008-09-15 08:55:03","3","False"
"84258","927","Teacher","2008-09-15 08:55:03","3","False"
"84260","394","Teacher","2008-09-15 08:55:03","3","False"
"84266","525","Teacher","2008-09-15 08:55:03","3","False"
"84267","843","Teacher","2008-09-15 08:55:03","3","False"
"84268","117","Teacher","2008-09-15 08:55:03","3","False"
"84270","632","Teacher","2008-09-15 08:55:03","3","False"
"84282","76","Teacher","2008-09-15 08:55:03","3","False"
"84287","162","Teacher","2008-09-15 08:55:03","3","False"
"84289","205","Teacher","2008-09-15 08:55:03","3","False"
"84294","439","Teacher","2008-09-15 08:55:03","3","False"
"84298","363","Teacher","2008-09-15 08:55:03","3","False"
"84302","920","Teacher","2008-09-15 08:55:03","3","False"
"84303","85","Teacher","2008-09-15 08:55:03","3","False"
"84310","466","Teacher","2008-09-15 08:55:03","3","False"
"84313","316","Teacher","2008-09-15 08:55:03","3","False"
"84320","298","Teacher","2008-09-15 08:55:03","3","False"
"84325","121","Teacher","2008-09-15 08:55:03","3","False"
"84332","246","Teacher","2008-09-15 08:55:03","3","False"
"84339","803","Teacher","2008-09-15 08:55:03","3","False"
"84340","190","Teacher","2008-09-15 08:55:03","3","False"
"84341","977","Teacher","2008-09-15 08:55:03","3","False"
"84342","832","Teacher","2008-09-15 08:55:03","3","False"
"84349","140","Teacher","2008-09-15 08:55:03","3","False"
"84355","105","Teacher","2008-09-15 08:55:03","3","False"
"84357","55","Teacher","2008-09-15 08:55:03","3","False"
"84361","807","Teacher","2008-09-15 08:55:03","3","False"
"84362","979","Teacher","2008-09-15 08:55:03","3","False"
"84364","111","Teacher","2008-09-15 08:55:03","3","False"
"84366","59","Teacher","2008-09-15 08:55:03","3","False"
"84369","757","Teacher","2008-09-15 08:55:03","3","False"
"84374","577","Teacher","2008-09-15 08:55:03","3","False"
"84378","887","Teacher","2008-09-15 08:55:03","3","False"
"84379","52","Teacher","2008-09-15 08:55:03","3","False"
"84380","592","Teacher","2008-09-15 08:55:03","3","False"
"84381","769","Teacher","2008-09-15 08:55:03","3","False"
"84382","729","Teacher","2008-09-15 08:55:03","3","False"
"84386","354","Teacher","2008-09-15 08:55:03","3","False"
"84389","407","Teacher","2008-09-15 08:55:03","3","False"
"84392","253","Teacher","2008-09-15 08:55:03","3","False"
"84414","304","Teacher","2008-09-15 08:55:03","3","False"
"84415","285","Teacher","2008-09-15 08:55:03","3","False"
"84416","756","Teacher","2008-09-15 08:55:03","3","False"
"84419","244","Teacher","2008-09-15 08:55:03","3","False"
"84423","422","Teacher","2008-09-15 08:55:03","3","False"
"84425","811","Teacher","2008-09-15 08:55:03","3","False"
"84427","292","Teacher","2008-09-15 08:55:03","3","False"
"84428","669","Teacher","2008-09-15 08:55:03","3","False"
"84432","356","Teacher","2008-09-15 08:55:03","3","False"
"84439","412","Teacher","2008-09-15 08:55:03","3","False"
"84441","64","Teacher","2008-09-15 08:55:03","3","False"
"84446","4","Teacher","2008-09-15 08:55:03","3","False"
"84454","464","Teacher","2008-09-15 08:55:03","3","False"
"84458","618","Teacher","2008-09-15 08:55:03","3","False"
"84463","432","Teacher","2008-09-15 08:55:03","3","False"
"84465","997","Teacher","2008-09-15 08:55:03","3","False"
"84466","46","Teacher","2008-09-15 08:55:03","3","False"
"84467","103","Teacher","2008-09-15 08:55:03","3","False"
"84469","473","Teacher","2008-09-15 08:55:03","3","False"
"84470","86","Teacher","2008-09-15 08:55:03","3","False"
"84472","736","Teacher","2008-09-15 08:55:03","3","False"
"84480","777","Teacher","2008-09-15 08:55:03","3","False"
"84490","873","Teacher","2008-09-15 08:55:03","3","False"
"84491","398","Teacher","2008-09-15 08:55:03","3","False"
"84494","70","Teacher","2008-09-15 08:55:03","3","False"
"84502","197","Teacher","2008-09-15 08:55:03","3","False"
"84505","853","Teacher","2008-09-15 08:55:03","3","False"
"84506","909","Teacher","2008-09-15 08:55:03","3","False"
"84507","954","Teacher","2008-09-15 08:55:03","3","False"
"84508","856","Teacher","2008-09-15 08:55:03","3","False"
"84512","357","Teacher","2008-09-15 08:55:03","3","False"
"84515","809","Teacher","2008-09-15 08:55:03","3","False"
"84520","44","Teacher","2008-09-15 08:55:03","3","False"
"84521","183","Teacher","2008-09-15 08:55:03","3","False"
"84528","482","Teacher","2008-09-15 08:55:03","3","False"
"84530","922","Teacher","2008-09-15 08:55:03","3","False"
"84531","163","Teacher","2008-09-15 08:55:03","3","False"
"84536","940","Teacher","2008-09-15 08:55:03","3","False"
"84540","741","Teacher","2008-09-15 08:55:03","3","False"
"84543","572","Teacher","2008-09-15 08:55:03","3","False"
"84552","32","Teacher","2008-09-15 08:55:03","3","False"
"84560","399","Teacher","2008-09-15 08:55:03","3","False"
"84561","435","Teacher","2008-09-15 08:55:03","3","False"
"84568","315","Teacher","2008-09-15 08:55:04","3","False"
"84573","452","Teacher","2008-09-15 08:55:04","3","False"
"84582","415","Teacher","2008-09-15 08:55:04","3","False"
"84584","189","Teacher","2008-09-15 08:55:04","3","False"
"84588","773","Teacher","2008-09-15 08:55:04","3","False"
"84604","713","Teacher","2008-09-15 08:55:04","3","False"
"84606","170","Teacher","2008-09-15 08:55:04","3","False"
"84607","314","Teacher","2008-09-15 08:55:04","3","False"
"84615","617","Teacher","2008-09-15 08:55:04","3","False"
"84617","885","Teacher","2008-09-15 08:55:04","3","False"
"84635","945","Teacher","2008-09-15 08:55:04","3","False"
"84638","37","Teacher","2008-09-15 08:55:04","3","False"
"84644","565","Teacher","2008-09-15 08:55:04","3","False"
"84646","989","Teacher","2008-09-15 08:55:04","3","False"
"84654","100","Teacher","2008-09-15 08:55:04","3","False"
"84657","311","Teacher","2008-09-15 08:55:04","3","False"
"84660","341","Teacher","2008-09-15 08:55:04","3","False"
"84663","376","Teacher","2008-09-15 08:55:04","3","False"
"84665","123","Teacher","2008-09-15 08:55:04","3","False"
"84671","265","Teacher","2008-09-15 08:55:04","3","False"
"84678","468","Teacher","2008-09-15 08:55:04","3","False"
"84682","283","Teacher","2008-09-15 08:55:04","3","False"
"84683","339","Teacher","2008-09-15 08:55:04","3","False"
"84684","612","Teacher","2008-09-15 08:55:04","3","False"
"84686","823","Teacher","2008-09-15 08:55:04","3","False"
"84687","373","Teacher","2008-09-15 08:55:04","3","False"
"84690","539","Teacher","2008-09-15 08:55:04","3","False"
"84698","115","Teacher","2008-09-15 08:55:04","3","False"
"84699","489","Teacher","2008-09-15 08:55:04","3","False"
"84700","428","Teacher","2008-09-15 08:55:04","3","False"
"84701","264","Teacher","2008-09-15 08:55:04","3","False"
"84702","274","Teacher","2008-09-15 08:55:04","3","False"
"84704","417","Teacher","2008-09-15 08:55:04","3","False"
"84705","727","Teacher","2008-09-15 08:55:04","3","False"
"84708","51","Teacher","2008-09-15 08:55:04","3","False"
"84716","83","Teacher","2008-09-15 08:55:04","3","False"
"84722","411","Teacher","2008-09-15 08:55:04","3","False"
"84724","377","Teacher","2008-09-15 08:55:04","3","False"
"84727","891","Teacher","2008-09-15 08:55:04","3","False"
"84747","918","Teacher","2008-09-15 08:55:04","3","False"
"84755","366","Teacher","2008-09-15 08:55:04","3","False"
"84757","245","Teacher","2008-09-15 08:55:04","3","False"
"84773","590","Teacher","2008-09-15 08:55:04","3","False"
"84783","147","Teacher","2008-09-15 08:55:04","3","False"
"84799","946","Teacher","2008-09-15 08:55:04","3","False"
"84803","29","Teacher","2008-09-15 08:55:04","3","False"
"84812","733","Teacher","2008-09-15 08:55:04","3","False"
"84827","805","Teacher","2008-09-15 08:55:04","3","False"
"84832","872","Teacher","2008-09-15 08:55:04","3","False"
"84836","693","Teacher","2008-09-15 08:55:04","3","False"
"84846","738","Teacher","2008-09-15 08:55:04","3","False"
"84850","346","Teacher","2008-09-15 08:55:04","3","False"
"84857","353","Teacher","2008-09-15 08:55:04","3","False"
"84892","635","Teacher","2008-09-15 08:55:04","3","False"
"84911","443","Teacher","2008-09-15 08:55:04","3","False"
"84913","676","Teacher","2008-09-15 08:55:04","3","False"
"84914","988","Teacher","2008-09-15 08:55:04","3","False"
"84915","758","Teacher","2008-09-15 08:55:04","3","False"
"84921","673","Teacher","2008-09-15 08:55:04","3","False"
"84926","869","Teacher","2008-09-15 08:55:04","3","False"
"84929","216","Teacher","2008-09-15 08:55:04","3","False"
"84940","318","Teacher","2008-09-15 08:55:04","3","False"
"84949","621","Teacher","2008-09-15 08:55:04","3","False"
"84950","728","Teacher","2008-09-15 08:55:04","3","False"
"84951","721","Teacher","2008-09-15 08:55:04","3","False"
"84954","175","Teacher","2008-09-15 08:55:04","3","False"
"84966","726","Teacher","2008-09-15 08:55:04","3","False"
"84969","653","Teacher","2008-09-15 08:55:04","3","False"
"84974","976","Teacher","2008-09-15 08:55:04","3","False"
"84975","400","Teacher","2008-09-15 08:55:04","3","False"
"84978","75","Teacher","2008-09-15 08:55:04","3","False"
"84979","740","Teacher","2008-09-15 08:55:04","3","False"
"84981","146","Teacher","2008-09-15 08:55:04","3","False"
"84985","557","Teacher","2008-09-15 08:55:04","3","False"
